gene_id,SRR633516,SRR633540,SRR633541,SRR633544,SRR633545
ENSDARG00000071012|ifit14,4,4,4,2,0
MSTRG.8436|fas,58,59,55,68,56
MSTRG.8437,126,86,89,85,73
MSTRG.8438,17,24,18,27,18
MSTRG.8439,34,19,24,26,30
MSTRG.8440,19,15,17,20,22
ENSDARG00000071018|ptena,16,7,17,0,35
MSTRG.8442|papss2a,232,134,126,120,118
MSTRG.8443|minpp1a,35,31,25,19,20
MSTRG.8444,37,34,28,31,28
MSTRG.8446,36,28,28,32,32
ENSDARG00000057049|kcnk18,7,0,0,4,5
MSTRG.8447|slc18a2,23,9,12,7,7
MSTRG.8448|pdzd8,98,76,58,79,86
MSTRG.8449|pex13,158,131,105,93,102
MSTRG.8450|SANBR,199,122,77,111,112
MSTRG.8450,4,12,50,0,3
MSTRG.8451|xpo1b,1000,644,573,794,661
MSTRG.8451,13,4,1,13,78
ENSDARG00000097418|si:ch211-63b16.3,0,0,0,0,0
MSTRG.8452,27,21,0,14,6
MSTRG.8452|si:ch211-63b16.4,3,0,0,0,0
MSTRG.8453|b3gnt2b,226,164,147,215,221
MSTRG.8454|ehbp1,151,222,241,330,247
MSTRG.8455|BX649529.1,45,12,24,11,11
MSTRG.8454,218,23,18,26,28
MSTRG.8456|otx1,149,98,104,109,122
MSTRG.8457|wdpcp,55,34,33,0,0
MSTRG.8458|mdh1ab,1156,644,626,1026,886
MSTRG.8459|ugp2b,295,185,160,201,195
MSTRG.8460|peli1b,119,77,63,72,74
MSTRG.8461,0,0,0,3,0
MSTRG.8461|abch1,57,38,37,43,56
MSTRG.8462|aftphb,76,45,49,82,59
MSTRG.8463|CR352220.2,0,0,0,0,0
MSTRG.8465,0,0,0,0,0
MSTRG.8468|rpl13a,6533,4297,4121,3831,3812
MSTRG.8469|commd9,40,22,24,15,30
MSTRG.8470|thumpd2,22,17,13,16,14
MSTRG.8464|rlf,175,118,97,100,93
MSTRG.8466|zmpste24,123,87,77,146,135
MSTRG.8467|atp5if1b,354,225,199,237,232
MSTRG.8468|CR352220.1,1,1,0,1,1
MSTRG.8468|CR626962.1,1,0,1,0,1
MSTRG.8471|map4k3b,86,64,49,32,43
MSTRG.8471,9,0,9,31,17
MSTRG.8472|arhgef33,18,13,12,11,15
MSTRG.8473|znf593,54,41,27,77,70
ENSDARG00000071360|morn2,8,4,0,0,0
MSTRG.8474|selenon,83,56,53,72,66
MSTRG.8475|si:ch211-15d5.11,70,47,53,37,36
MSTRG.8477|CR626962.2,0,0,0,0,0
MSTRG.8475,35,21,21,5,12
MSTRG.8476|si:ch211-15d5.12,29,16,17,30,21
MSTRG.8478,109,0,61,220,164
MSTRG.8478|mtfr1l,44,92,36,16,21
MSTRG.8479|stac,28,18,16,20,23
MSTRG.8479,3,4,6,6,3
ENSDARG00000117827|CR388164.3,0,0,0,0,0
ENSDARG00000096885|CR388164.2,0,0,0,0,0
MSTRG.8480|spdya,0,0,0,0,0
MSTRG.8481|trmt61b,65,52,39,66,37
MSTRG.8482|wdr43,826,495,457,829,774
MSTRG.8483,0,17,18,23,28
MSTRG.8483|cx34.4,28,7,6,7,9
MSTRG.8484|cx35.4,118,80,78,87,81
MSTRG.8485|hmgcl,352,242,211,181,153
MSTRG.8486|gale,147,66,79,208,208
MSTRG.8486|zbtb8a,59,22,20,42,25
MSTRG.8487|si:ch211-195o20.7,89,55,58,69,57
MSTRG.8488|CR391986.1,30,26,25,17,19
MSTRG.8490|CT737185.1,0,0,0,0,0
MSTRG.8489|dlgap2a,46,26,28,30,27
MSTRG.8488|zgc:193593,1011,676,632,377,362
MSTRG.8491|cln8,7,5,3,6,0
MSTRG.8492|BX005351.1,0,0,0,0,0
MSTRG.8493|arhgef10,79,40,43,49,37
MSTRG.8494,27,0,18,14,11
MSTRG.8495,84,15,70,75,61
MSTRG.8495|kbtbd11,70,80,20,15,19
MSTRG.8496|ppie,44,29,26,64,56
MSTRG.8499|zpcx,0,0,0,0,0
MSTRG.8497|pabpc4,1757,1332,1288,1341,1229
MSTRG.8497,1053,318,286,216,230
MSTRG.8498|tmem54a,97,58,53,54,47
ENSDARG00000102525|lck,8,0,0,0,0
MSTRG.8500|fam167b,35,18,12,37,37
MSTRG.8501|zgc:154055,68,49,34,22,21
MSTRG.8502|tdh2,490,283,253,252,211
MSTRG.8503,15,110,0,118,33
MSTRG.8503|srrm1,1171,669,744,999,1006
MSTRG.8504|clic4,835,553,464,513,441
MSTRG.8506|FP015823.1,0,0,0,0,0
MSTRG.8505|crybg1a,938,564,571,509,482
MSTRG.8508|qrsl1,115,107,61,110,62
MSTRG.8507|rtn4ip1,117,60,70,109,107
MSTRG.8508,9,0,0,0,26
MSTRG.8509|si:ch211-214p16.1,27,5,15,7,23
MSTRG.8510|si:ch211-214p16.2,5,0,9,0,17
MSTRG.8512|rab3gap2,307,258,262,214,156
MSTRG.8511|iars2,407,243,236,382,394
MSTRG.8512,150,0,0,14,52
MSTRG.8513|ppp1cb,1654,1063,1002,998,933
MSTRG.8514|si:ch211-214p16.3,423,262,238,11,12
MSTRG.8515|kcnh1a,48,20,25,21,21
MSTRG.8517|AL929023.1,0,0,0,0,0
MSTRG.8518|acss1,173,105,105,99,96
MSTRG.8516|hhat,25,17,12,0,0
MSTRG.8520|BX000364.4,0,0,0,0,0
MSTRG.8521|BX000364.3,0,0,0,0,0
MSTRG.8519|wapla,149,100,100,150,139
MSTRG.8522|grid1a,38,25,25,21,21
MSTRG.8523|ccser2a,177,127,106,163,124
MSTRG.8523,0,0,0,1,7
MSTRG.8524|sparcl2,8,0,7,0,0
MSTRG.8525|ndnfl,132,77,68,42,38
MSTRG.8527|CT573303.2,0,0,0,0,0
MSTRG.8528|mrpl57,162,101,92,179,154
MSTRG.8529|ttc7b,411,282,257,328,305
MSTRG.8527|CT573303.1,0,0,0,0,0
MSTRG.8529,0,1,4,3,2
MSTRG.8526|fam149b1,295,206,192,187,161
MSTRG.8530|calm1a,2904,2044,1947,3103,2864
MSTRG.8531|nrde2,91,68,59,82,71
MSTRG.8533|AL928908.2,0,0,0,0,0
MSTRG.8532|larp1b,772,487,478,749,673
MSTRG.8532,80,21,3,88,56
MSTRG.8534|pgrmc2,289,207,190,242,222
MSTRG.8535|asmt2,29,15,15,0,13
MSTRG.8536|AL928908.1,0,0,0,0,0
MSTRG.8537|si:dkey-221l4.10,20,8,7,19,12
MSTRG.8536|jade1,187,132,122,150,150
MSTRG.8538|rcan3,153,108,101,103,92
MSTRG.8539|nipal3,99,92,84,101,115
MSTRG.8540|grhl3,61,45,38,38,34
MSTRG.8542|AL928908.3,0,0,0,0,0
MSTRG.8541|si:dkey-221l4.11,15,10,13,11,0
MSTRG.8543|cnksr1,73,42,42,37,37
MSTRG.8543,0,0,0,0,2
MSTRG.8544|rps6ka1,345,235,226,213,186
MSTRG.8545|si:ch211-160f23.7,295,210,198,133,98
MSTRG.8546|asap3,274,186,204,176,200
MSTRG.8546,0,0,0,9,0
MSTRG.8547|si:ch211-160f23.5,43,43,30,34,27
MSTRG.8548|id3,265,208,184,389,369
MSTRG.8549|si:ch1073-358c10.1,29,16,21,0,9
ENSDARG00000107926|dre-mir-124-4,0,0,0,0,0
MSTRG.8550|FP017274.1,27,28,26,2,3
MSTRG.8551|ythdf2,450,238,262,298,267
MSTRG.8552|vgll2b,181,88,92,68,68
MSTRG.8553|ctsl.1,1509,1100,646,164,152
MSTRG.8553,1410,391,787,159,145
MSTRG.8554|pacrg,15,0,14,0,8
MSTRG.8555|qkia,1586,1081,1037,2705,2539
ENSDARG00000042370|ptafr,5,2,5,6,6
MSTRG.8556|luzp1,669,445,361,506,487
MSTRG.8557|kdm1a,278,98,2,338,216
MSTRG.8557,1100,684,784,854,907
MSTRG.8558|tmem30b,231,147,134,154,144
ENSDARG00000054124|htr1d,32,15,15,21,17
MSTRG.8559|mdga2a,87,57,49,65,70
MSTRG.8559,0,0,1,1,2
MSTRG.8560|BX465838.4,0,0,0,0,0
MSTRG.8562|mis18bp1,33,20,24,33,21
MSTRG.8561|im:7136021,28,17,23,14,14
MSTRG.8563|heatr5a,157,143,137,184,157
MSTRG.8564|BX465838.2,0,0,0,0,0
MSTRG.8563,57,0,0,2,0
MSTRG.8565|hectd1,1247,739,1532,1200,1125
MSTRG.8565,1486,845,25,1157,1146
MSTRG.8566|ap4s1,3,55,4,2,13
MSTRG.8566,62,0,33,17,0
MSTRG.8567|strn3,662,416,394,632,528
MSTRG.8568,1,3,4,6,3
MSTRG.8568|coch,208,135,108,84,78
MSTRG.8568|opn6b,156,97,95,50,37
MSTRG.8569|scfd1,349,213,228,327,297
MSTRG.8570|g2e3,157,98,115,92,108
ENSDARG00000097800|CR788235.1,5,4,0,0,0
MSTRG.8572|CR925802.1,0,2,0,0,0
MSTRG.8571|prkd1,86,54,47,36,28
MSTRG.8573,131,41,72,64,99
MSTRG.8573|foxg1a,43,84,41,46,34
MSTRG.8574,0,2,1,1,0
MSTRG.8574|sptbn5,427,277,259,171,147
MSTRG.8575|ehd4,112,83,74,97,71
MSTRG.8576|traf3,75,58,40,71,72
MSTRG.8577|rcor1,297,179,163,341,311
MSTRG.8578|ankrd9,195,129,106,36,40
MSTRG.8579|tecpr2,303,183,165,143,123
MSTRG.8579,0,0,0,0,1
MSTRG.8580|ptpreb,176,108,109,103,124
MSTRG.8580,40,24,49,64,41
MSTRG.8581|kctd3,242,146,161,148,145
MSTRG.8583|AL928842.1,0,0,0,0,0
MSTRG.8584|CT027582.2,0,0,0,0,0
MSTRG.8585|CT027582.1,0,0,0,0,0
MSTRG.8582|ush2a,147,94,74,39,34
MSTRG.8586|esrrga,0,16,14,21,0
MSTRG.8586,384,269,240,232,261
ENSDARG00000097115|si:dkey-27l15.1,0,0,0,0,0
ENSDARG00000054414|spata17,0,0,0,0,0
MSTRG.8587|greb1,48,31,23,47,50
MSTRG.8588,183,108,79,51,5
MSTRG.8588|lpin1,333,188,219,257,291
MSTRG.8589|si:ch211-175f11.5,1,0,0,0,0
MSTRG.8591|CR628334.1,0,0,0,0,0
MSTRG.8590|itsn2b,354,225,212,227,209
MSTRG.8590,23,19,16,18,31
MSTRG.8592|nhsl1a,341,201,175,184,155
MSTRG.8593,0,0,5,0,0
MSTRG.8593|si:dkey-190l8.2,19,15,12,14,12
MSTRG.8594|sh3yl1,23,17,13,30,28
ENSDARG00000042815|alkal2b,12,13,0,0,12
MSTRG.8595|zgc:194392,31,37,33,42,37
MSTRG.8596|apoba,670,762,682,1062,922
MSTRG.8597|ldah,79,58,43,59,38
MSTRG.8598|gdf7,30,14,8,13,10
MSTRG.8599|tpp1,250,204,172,204,183
MSTRG.8600|yy1a,487,306,293,424,410
MSTRG.8602|evla,227,152,169,205,286
MSTRG.8602,245,146,147,88,42
MSTRG.8601|degs2,87,57,50,182,113
MSTRG.8603|eml1,450,286,272,271,227
MSTRG.8604|pkdccb,37,31,22,51,38
MSTRG.8605|disp2,234,169,156,183,161
MSTRG.8605,2,0,0,0,2
MSTRG.8606|rpusd2,33,32,24,36,24
MSTRG.8607|pcmtl,47,29,28,0,8
MSTRG.8607,8,0,0,16,0
MSTRG.8608|ccdc32,108,68,60,47,38
ENSDARG00000054700|prlh2r,1,1,1,1,1
MSTRG.8609|bahd1,127,92,73,111,113
MSTRG.8610|ivd,393,264,225,291,273
MSTRG.8612|BX539317.1,0,0,0,0,0
MSTRG.8611|itpka,120,86,65,98,92
MSTRG.8613|ltk,105,78,64,67,45
MSTRG.8614|rpap1,96,51,61,48,45
ENSDARG00000110320|si:dkey-13p1.4,14,8,8,8,6
ENSDARG00000090753|si:dkey-13p1.3,6,0,0,0,0
MSTRG.8615|si:dkey-170l10.1,8,11,6,10,10
MSTRG.8616|adprhl2,107,74,58,82,83
MSTRG.8617|cinp,33,31,24,13,19
MSTRG.8618|znf839,314,194,197,252,239
MSTRG.8619|vsx2,15,83,49,33,0
MSTRG.8619,88,3,22,87,110
MSTRG.8620|lin52,52,40,35,71,52
MSTRG.8621|pomt2,119,71,63,75,70
MSTRG.8622|dtd2,34,18,21,12,15
MSTRG.8623|nubpl,69,41,38,47,36
MSTRG.8624,0,355,0,54,417
MSTRG.8624|arhgap5,890,227,519,711,296
MSTRG.8625|abraxas2,44,59,67,30,24
MSTRG.8625,62,8,10,67,68
MSTRG.8626|eef1akmt2,34,18,23,25,29
MSTRG.8627|INSYN2A,37,21,19,20,18
MSTRG.8628|adam12,74,39,44,35,44
MSTRG.8629|CR407546.1,0,0,0,0,0
MSTRG.8630|dhx32b,140,94,86,100,98
ENSDARG00000097372|si:ch211-139d20.3,0,0,0,0,4
MSTRG.8631|CR627496.1,0,0,1,0,1
MSTRG.8631|ywhaqb,3676,2354,2158,2789,2593
MSTRG.8634|grhl1,379,248,256,403,343
MSTRG.8635|CR627496.2,0,0,0,0,0
MSTRG.8632|klf11b,238,135,161,279,267
MSTRG.8633,19,18,17,18,19
MSTRG.8636|gcfc2,21,65,66,72,64
MSTRG.8636,64,4,2,3,12
MSTRG.8637|eva1a,66,39,37,39,62
MSTRG.8638|xkr5b,40,29,24,29,26
MSTRG.8639|ctsba,912,556,490,639,535
MSTRG.8639,5,4,34,10,69
MSTRG.8640|cgref1,115,93,79,39,38
ENSDARG00000055123|kcnk2a,17,18,16,10,13
MSTRG.8641|cenpf,574,367,357,383,347
MSTRG.8642|smyd2a,505,289,290,226,184
MSTRG.8642,0,0,0,0,6
MSTRG.8644|prox1a,215,97,272,240,48
MSTRG.8643,187,128,133,140,133
MSTRG.8644,167,157,0,0,180
MSTRG.8645,175,131,113,106,91
MSTRG.8645|snx9a,112,42,43,32,13
MSTRG.8646|AL590149.1,135,71,65,66,62
MSTRG.8647|pomca,37,34,22,30,28
MSTRG.8648|efr3ba,267,147,136,162,146
MSTRG.8649|dnajc27,28,103,83,29,75
MSTRG.8650|BX323819.1,0,0,0,0,0
MSTRG.8649,117,12,0,47,4
MSTRG.8651|si:ch211-132f19.7,284,169,150,131,119
MSTRG.8651,1,1,0,1,1
MSTRG.8652|xdh,569,354,351,124,140
MSTRG.8654|ccdc28a,185,122,136,121,109
MSTRG.8655|snap23.1,567,378,342,345,321
MSTRG.8657|snap23.2,31,15,27,19,13
MSTRG.8657,0,5,0,0,0
MSTRG.8653|ACBD3,58,39,50,63,64
MSTRG.8656|CR628327.1,4,0,3,0,0
MSTRG.8658|rin3,219,116,128,175,136
MSTRG.8659|pth2,19,10,8,0,0
MSTRG.8660|tmem121aa,38,27,31,25,27
MSTRG.8661,1,9,0,0,0
MSTRG.8661|si:dkey-84k17.2,20,8,17,0,18
MSTRG.8661|dnal1,23,17,20,17,0
MSTRG.8662|fut8a,660,384,386,389,376
MSTRG.8663|gphna,349,329,264,231,206
MSTRG.8663,143,2,18,0,0
MSTRG.8664|mpp5a,258,176,142,208,169
MSTRG.8665,23,14,14,22,16
MSTRG.8666|eif2s1a,351,232,220,364,328
ENSDARG00000097163|CR385035.1,0,0,0,0,0
MSTRG.8667|id2a,965,603,608,731,673
MSTRG.8668,0,59,34,3,0
MSTRG.8668|kidins220a,478,261,293,185,178
MSTRG.8669|mboat2a,57,42,34,45,60
MSTRG.8670,1,0,5,1,1
MSTRG.8670|asap2a,186,132,128,149,140
MSTRG.8672|iah1,2,2,19,28,0
MSTRG.8674|CR556709.1,0,0,0,0,0
MSTRG.8671|itgb1bp1,198,128,110,110,98
MSTRG.8672,22,23,0,0,29
MSTRG.8673|adam17a,485,308,309,359,289
MSTRG.8675|rnf144aa,96,67,71,87,73
ENSDARG00000004952|rsad2,0,0,0,0,0
ENSDARG00000031359|cmpk2,0,0,0,0,0
ENSDARG00000117724|BX255944.2,0,0,0,0,0
MSTRG.8676|sox11a,1034,757,695,783,713
ENSDARG00000097167|BX005484.1,0,0,0,0,0
ENSDARG00000103264|si:dkey-25g12.4,0,0,0,0,0
MSTRG.8677|colec11,16,21,14,6,7
MSTRG.8678|htr1b,23,19,19,16,15
MSTRG.8680|CR354585.1,0,0,0,0,0
MSTRG.8679,0,5,14,0,0
MSTRG.8681|BX649242.1,0,1,0,0,0
MSTRG.8679|impg1b,146,98,100,53,50
MSTRG.8682|myo6b,0,0,2,7,0
MSTRG.8682,213,150,127,171,144
MSTRG.8683,48,42,42,27,34
MSTRG.8684|mapre3a,124,82,90,65,62
MSTRG.8685|dpysl5a,709,449,409,434,365
MSTRG.8686|BX571720.2,0,0,0,0,0
MSTRG.8687|dnmt3ab,394,220,174,82,486
MSTRG.8688|BX571720.1,0,0,0,0,0
MSTRG.8687,383,294,290,488,65
MSTRG.8689,66,41,34,30,41
MSTRG.8690|dtnbb,55,84,42,79,34
MSTRG.8690,196,77,128,91,121
MSTRG.8691|asxl2,225,147,117,164,182
MSTRG.8691,0,0,0,0,1
MSTRG.8692,0,0,0,4,56
MSTRG.8692|kif3cb,246,162,148,158,80
ENSDARG00000053896|slc30a1b,28,26,18,32,37
MSTRG.8694|CR318625.2,0,0,0,0,0
MSTRG.8694|tmem62,159,116,118,165,163
MSTRG.8695|CR318625.1,0,0,0,0,0
MSTRG.8693|hadhab,1273,755,672,1096,1020
MSTRG.8696,7,15,9,13,10
MSTRG.8697|ptgr2,115,76,71,34,36
MSTRG.8698|elmsan1b,498,314,288,443,394
MSTRG.8699|CR382330.1,0,0,0,0,0
MSTRG.8700|si:ch211-180n24.3,0,0,0,0,0
MSTRG.8702|CR382330.2,0,0,0,0,0
MSTRG.8701|crip1,1055,662,586,595,503
MSTRG.8704|AL929543.1,0,0,0,0,0
MSTRG.8703|crip2,312,197,173,220,202
MSTRG.8705|mta1,227,143,147,209,210
MSTRG.8705,4,3,0,0,4
MSTRG.8706|tmem229b,153,82,93,72,77
MSTRG.8707,36,23,22,26,13
MSTRG.8708,225,170,140,176,159
MSTRG.8709|zfp36l1a,998,622,569,674,593
MSTRG.8710|plekhh1,84,73,45,111,95
MSTRG.8711|slc25a21,64,39,44,36,27
MSTRG.8712|pax9,159,113,94,144,118
MSTRG.8713|nkx2.9,0,0,0,0,0
MSTRG.8714|nkx2.1,60,36,31,32,30
MSTRG.8715|mbip,73,55,39,48,62
MSTRG.8716,0,0,0,0,5
MSTRG.8716|rps6ka5,130,96,91,80,76
MSTRG.8717|cdan1,61,41,40,68,55
MSTRG.8718|stard9,241,183,160,249,255
MSTRG.8718,1,1,0,0,0
MSTRG.8719|sptb,689,380,395,0,493
MSTRG.8719,338,191,196,615,123
MSTRG.8720,9,16,7,9,8
MSTRG.8721|ccdc88c,415,244,269,293,241
ENSDARG00000053711|GPR68,4,1,1,4,1
MSTRG.8722|dglucy,576,346,313,328,291
MSTRG.8723|slc24a4a,88,73,59,74,68
MSTRG.8724,59,48,36,71,53
MSTRG.8726|BX511307.1,0,0,0,0,0
MSTRG.8727|BX571670.1,0,0,0,0,0
MSTRG.8725|crim1,472,298,281,358,337
MSTRG.8728|zgc:174356,40,25,17,12,10
MSTRG.8729|eprs1,1803,988,913,1794,1659
MSTRG.8730|si:dkey-229e3.2,24,13,0,18,0
ENSDARG00000116255|dre-mir-2185-1,0,0,0,0,0
ENSDARG00000117063|dre-mir-2185-1,0,0,0,1,1
ENSDARG00000070627|pimr60,3,2,0,0,0
ENSDARG00000092339|pimr61,3,3,0,0,0
ENSDARG00000111809|dre-mir-2185-1,0,0,0,1,0
ENSDARG00000097540|pimr62,3,0,0,0,0
MSTRG.8731|UBR1,0,0,0,0,0
MSTRG.8731|ubr1,46,38,31,28,22
MSTRG.8731,420,268,261,227,216
MSTRG.8732|prph2la,34,37,29,14,14
MSTRG.8733|LRFN2,99,62,54,64,52
MSTRG.8734|supt7l,69,38,36,45,67
MSTRG.8735|slc4a1ap,144,104,89,125,103
MSTRG.8735,9,0,0,0,0
MSTRG.8736|si:dkey-16j16.4,23,19,25,14,17
MSTRG.8739|babam2,179,124,102,80,92
MSTRG.8737|mrpl33,91,62,66,90,78
MSTRG.8738|rbks,89,53,62,29,20
MSTRG.8740,4,12,5,0,0
MSTRG.8740|fosl2,123,80,78,98,129
MSTRG.8741|mocs1,185,96,107,95,96
MSTRG.8742|insm1b,297,176,189,212,202
MSTRG.8743|ralgapa2,416,325,372,289,216
MSTRG.8744|BX511195.1,0,0,0,0,0
MSTRG.8745|BX511195.2,0,0,0,0,0
MSTRG.8743,259,109,14,0,38
MSTRG.8746|kiz,140,89,74,50,49
MSTRG.8747|nkx2.4a,46,21,26,26,15
MSTRG.8748|nkx2.2a,70,55,51,38,46
MSTRG.8749|pax1a,55,42,30,29,29
MSTRG.8750,13,11,6,7,0
MSTRG.8750|linc.alien,8,3,3,0,0
MSTRG.8751|foxa2,109,53,57,73,84
MSTRG.8752|prkd3,157,116,85,74,68
MSTRG.8753|mocs3,48,25,17,17,18
MSTRG.8754|qpct,35,23,23,16,24
MSTRG.8755|zgc:92137,2648,2249,2140,368,306
MSTRG.8756|atg2b,51,34,32,27,31
MSTRG.8757,15,68,47,17,0
MSTRG.8757|gskip,273,142,144,315,339
MSTRG.8758|NPC2,50,69,39,64,63
MSTRG.8759|npc2,870,589,582,405,351
MSTRG.8760|isca2,137,79,77,38,42
MSTRG.8761,4,1,2,1,1
MSTRG.8761|EML5,317,194,198,296,304
MSTRG.8762,71,56,39,48,38
MSTRG.8763|itpk1b,373,224,141,236,221
MSTRG.8763,0,0,45,90,74
MSTRG.8764|plk4,143,84,103,97,86
MSTRG.8765|hspa4l,301,190,203,204,186
MSTRG.8766|chmp3,147,94,107,141,132
MSTRG.8767|reep1,60,55,40,53,61
MSTRG.8768|mrpl35,145,77,78,103,85
MSTRG.8769|si:dkey-21a6.5,101,92,79,79,61
MSTRG.8770|nt5c1ab,26,16,13,31,24
MSTRG.8771|BX927349.1,0,0,0,0,0
MSTRG.8772|zfyve28,134,108,99,148,139
MSTRG.8774|rtkn2a,93,63,61,81,65
MSTRG.8774,0,0,2,0,3
MSTRG.8773|cfap99,17,0,9,13,9
MSTRG.8775|znf365,33,26,29,23,20
MSTRG.8776|adob,91,58,56,38,39
ENSDARG00000053571|adob,75,45,49,32,33
ENSDARG00000044098|egr2a,8,6,9,5,4
MSTRG.8777,553,385,337,469,425
MSTRG.8777|FO704797.1,8,0,0,0,0
MSTRG.8778,28,17,19,19,18
MSTRG.8779|FO704777.1,6,0,0,0,0
MSTRG.8780|ahsa1b,234,136,145,139,114
ENSDARG00000030357|zgc:66313,0,0,0,0,0
ENSDARG00000075826|msh4,0,0,0,0,0
MSTRG.8781|ktn1,896,474,540,272,407
MSTRG.8782|BX465227.2,0,0,0,0,0
MSTRG.8781,2620,1566,1384,1117,923
ENSDARG00000097825|BX465227.1,17,0,13,0,0
MSTRG.8784|BX511267.1,0,0,0,0,0
MSTRG.8783|peli2,323,215,206,275,254
MSTRG.8785|BX005128.1,0,0,0,0,0
MSTRG.8786|tmem260,64,46,37,15,0
MSTRG.8786,0,0,4,0,0
MSTRG.8787|otx2b,375,240,211,286,253
MSTRG.8788|CR936482.1,19,17,0,0,0
MSTRG.8789,46,30,27,41,39
MSTRG.8790|exoc5,208,113,126,146,158
MSTRG.8791|ap5m1,36,41,40,18,12
MSTRG.8791,37,0,14,2,0
MSTRG.8792|naa30,405,248,250,323,274
MSTRG.8793|slc35f4,54,24,37,34,26
ENSDARG00000076767|pgfb,0,0,0,6,0
MSTRG.8794|cipca,68,30,40,120,98
MSTRG.8795,0,0,0,5,0
MSTRG.8795|zdhhc22,26,13,20,11,11
MSTRG.8796|tmem63c,51,39,37,33,19
MSTRG.8797|ngb,78,67,54,42,48
MSTRG.8799|coq6,271,162,157,96,97
MSTRG.8798|fam161b,35,0,22,15,15
MSTRG.8800|entpd5a,150,74,85,0,14
MSTRG.8801,0,560,0,0,0
MSTRG.8803|zgc:163014,0,0,0,0,0
MSTRG.8801|aldh6a1,6017,3048,3442,2513,2323
MSTRG.8802|gstz1,239,160,133,177,164
MSTRG.8804|tmed8,148,109,109,121,71
MSTRG.8804,1,0,0,0,29
MSTRG.8804|noxred1,0,0,0,0,3
ENSDARG00000117426|CU695222.2,0,0,0,0,0
MSTRG.8805|ttbk2a,178,104,125,157,158
MSTRG.8806|ganc,82,53,51,22,19
MSTRG.8807|capn3a,401,1061,851,945,198
MSTRG.8807,1639,162,206,139,808
MSTRG.8808|znf106a,1948,1068,995,885,765
MSTRG.8809|pacc1,60,38,35,48,47
MSTRG.8809,0,0,0,8,0
MSTRG.8810|nenf,102,65,66,75,61
ENSDARG00000002353|tagapa,8,0,0,10,0
MSTRG.8811|ezra,803,462,405,601,602
ENSDARG00000052898|kcnk3b,12,0,0,0,6
MSTRG.8812|marc1,50,55,33,20,41
MSTRG.8812,24,0,28,17,0
MSTRG.8813|hhipl2,80,52,54,45,35
MSTRG.8814|susd4,77,44,44,43,43
MSTRG.8815|si:ch211-202f3.3,108,83,69,57,54
ENSDARG00000091723|si:ch211-202f3.4,0,0,0,0,2
MSTRG.8816|vcpkmt,46,3,12,21,47
MSTRG.8816,5,26,18,41,4
MSTRG.8817|zgc:162184,28,26,15,44,37
MSTRG.8818|arf6b,579,451,381,554,553
MSTRG.8819|aspg,286,129,147,132,121
MSTRG.8820|kif26ab,513,364,319,449,430
MSTRG.8821|si:dkey-206p8.1,0,0,0,0,0
MSTRG.8821,77,44,41,23,24
MSTRG.8822|CABZ01084273.1,152,76,84,114,112
ENSDARG00000086941|pimr14,0,0,0,0,0
ENSDARG00000116305|CU137681.7,0,0,0,1,0
ENSDARG00000091445|pimr27,0,0,0,0,0
ENSDARG00000097945|CU137681.4,0,0,0,0,0
ENSDARG00000097531|pimr26,0,0,0,0,0
MSTRG.8823|CU915775.1,0,0,0,0,0
MSTRG.8824|zgc:103755,0,0,0,0,0
MSTRG.8824|si:dkeyp-47f9.4,34,14,18,23,0
MSTRG.8825|alk,1,0,0,2,0
MSTRG.8826|BX663528.2,0,0,0,0,0
MSTRG.8827|BX663528.1,0,0,0,0,0
MSTRG.8823|CABZ01056321.1,100,68,62,90,91
MSTRG.8824,90,72,64,64,76
MSTRG.8825,55,30,32,45,54
MSTRG.8828|slc39a9,243,195,177,309,270
MSTRG.8829,55,64,54,79,59
MSTRG.8830|plekhd1,40,16,24,23,23
MSTRG.8831,171,119,126,109,107
MSTRG.8832|smoc1,0,0,0,0,0
MSTRG.8832,42,24,19,11,0
MSTRG.8833|LO018422.1,11,0,0,0,0
MSTRG.8834,7,11,13,0,0
ENSDARG00000091233|FP236356.1,0,0,0,0,0
ENSDARG00000099987|FP236356.2,0,0,0,0,0
MSTRG.8835|kcnk5a,27,17,17,11,15
ENSDARG00000105453|kcnk17,5,0,0,4,0
ENSDARG00000053240|kif6,0,0,0,0,0
MSTRG.8836|daam2,6,8,0,0,9
MSTRG.8836,167,97,99,61,67
MSTRG.8837|lgals8b,0,0,0,0,0
MSTRG.8837,31,22,18,8,0
MSTRG.8838|gnmt,289,226,244,188,189
MSTRG.8839|hs1bp3,25,16,13,10,0
MSTRG.8840|CABZ01088109.1,88,432,267,461,678
MSTRG.8840,680,0,176,248,22
MSTRG.8841|tiam2a,257,185,189,197,208
MSTRG.8841,68,1,0,3,3
MSTRG.8842|tfb1m,7,28,21,0,35
MSTRG.8843|CU695076.1,0,0,0,0,0
MSTRG.8844|zgc:113176,16,14,11,0,11
MSTRG.8842,42,0,8,20,0
MSTRG.8845|orc3,90,58,59,40,43
MSTRG.8845,2,0,3,4,2
ENSDARG00000089149|gpx2,15,10,18,8,8
MSTRG.8846,0,0,5,74,0
MSTRG.8846|mthfd1b,800,534,486,399,400
MSTRG.8846|znf292a,399,269,250,243,255
ENSDARG00000040479|cga,12,0,0,0,0
ENSDARG00000103345|CGA,0,0,0,0,0
MSTRG.8848,0,214,0,335,328
MSTRG.8848|AREL1,321,0,184,0,0
